Ano;Trimestre;V4010;PNAD CONTÍNUA _COD(TÍTULO);avg_teleworkable;minimum_conditions;teleworkable_score
2020;4;7113;Canteiros, cortadores e gravadores de pedras;0;1;0
2020;4;7119;Outros trabalhadores qualificados e operários da construção não classificados anteriormente;0.16666666666666666;0;0
2020;4;7123;Gesseiros;0;0.3333333333333333;0
2020;4;7125;Vidraceiros;0;1;0
2020;4;7126;Bombeiros e encanadores;0;0.5;0
2020;4;7131;Pintores e empapeladores;0;0;0
2020;4;7213;Chapistas e caldeireiros;0;0;0
2020;4;7215;Aparelhadores e emendadores de cabos;0;1;0
2020;4;7222;Ferramenteiros e afins;0;0;0
2020;4;7223;Reguladores e operadores de máquinas-ferramentas;0;0.5;0
2020;4;7231;Mecânicos e reparadores de veículos a motor;0;0.75;0
2020;4;7233;Mecânicos e reparadores de máquinas agrícolas e industriais;0;0.3333333333333333;0
2020;4;7312;Confeccionadores e afinadores de instrumentos musicais;0;0;0
2020;4;7322;Impressores;0;0;0
2020;4;7411;Eletricistas de obras e afins;0;0.14285714285714285;0
2020;4;7412;Mecânicos e ajustadores eletricistas;0;0.5;0
2020;4;7413;Instaladores e reparadores de linhas elétricas;0;0;0
2020;4;7421;Mecânicos e reparadores em eletrônica;0;0.6666666666666666;0
2020;4;7511;Magarefes e afins;0;0;0
2020;4;7512;Padeiros, confeiteiros e afins;0;0.4;0
2020;4;7515;Trabalhadores da degustação e classificação de alimentos e bebidas;0;1;0
2020;4;7522;Marceneiros e afins;0;0.75;0
2020;4;7531;Alfaiates, modistas, chapeleiros e peleteiros;0;0.5;0
2020;4;7533;Costureiros, bordadeiros e afins;0;0;0
2020;4;7534;Tapeceiros, colchoeiros e afins;0;1;0
2020;4;7543;Classificadores e provadores de produtos (exceto de bebidas e alimentos);0;0;0
2020;4;8121;Operadores de instalações de processamento de metais;0;1;0
2020;4;8131;Operadores de instalações e máquinas de produtos químicos;0;1;0
2020;4;8141;Operadores de máquinas para fabricar produtos de borracha;0;0;0
2020;4;8143;Operadores de máquinas para fabricar produtos de papel;0;1;0
2020;4;8153;Operadores de máquinas de costura;0;0.3333333333333333;0
2020;4;8211;Mecânicos montadores de maquinaria mecânica;0;0;0
2020;4;8212;Montadores de equipamentos elétricos e eletrônicos;0;1;0
2020;4;8219;Montadores não classificados anteriormente;0;0;0
2020;4;8322;Condutores de automóveis, taxis e caminhonetes;0;0.6666666666666666;0
2020;4;8331;Condutores de ônibus e bondes;0;0.3333333333333333;0
2020;4;8332;Condutores de caminhões pesados;0;0.6666666666666666;0
2020;4;8344;Operadores de empilhadeiras;0;0.5;0
2020;4;9111;Trabalhadores dos serviços domésticos em geral;0;0.4090909090909091;0
2020;4;9112;Trabalhadores de limpeza de interior de edifícios, escritórios, hotéis e outros estabelecimentos;0;0.375;0
2020;4;9313;Trabalhadores elementares da construção de edifícios;0;0.5;0
2020;4;9321;empacotadores manuais;0;0.5;0
2020;4;9329;Trabalhadores elementares da indústria de transformação não classificados anteriormente;0;0.5;0
2020;4;9333;Carregadores;0.25;0.25;0.0625
2020;4;9411;Preparadores de comidas rápidas;0;1;0
2020;4;9412;Ajudantes de cozinha;0;0.16666666666666666;0
2020;4;9621;Mensageiros, carregadores de bagagens e entregadores de encomendas;0;0.3333333333333333;0
2021;1;1112;Dirigentes superiores da administração pública;0.75;1;0.75
2021;1;1211;Dirigentes financeiros;1;1;1
2021;1;1212;Dirigentes de recursos humanos;1;1;1
2021;1;1219;Dirigentes de administração e de serviços não classificados anteriormente;0.75;1;0.75
2021;1;1221;Dirigentes de vendas e  comercialização;1;1;1
2021;1;1222;Dirigentes de publicidade e relações públicas;1;1;1
2021;1;1223;Dirigentes de pesquisa e desenvolvimento;0.8;1;0.8
2021;1;1321;Dirigentes de indústria de transformação;0;0.8;0
2021;1;1330;Dirigentes de serviços de tecnologia da informação e comunicações;1;1;1
2021;1;1342;Dirigentes de serviços de saúde;1;1;1
2021;1;1345;Dirigentes de serviços de educação;1;1;1
2021;1;1411;Gerentes de hotéis;0;0;0
2021;1;1412;Gerentes de restaurantes;0;0.3333333333333333;0
2021;1;1431;Gerentes de centros esportivos,  de diversão e culturais;0;1;0
2021;1;2149;Engenheiros não classificados anteriormente;0.4375;0.6666666666666666;0.29166666666666663
2021;1;2151;Engenheiros eletricistas;1;0.5;0.5
2021;1;2152;Engenheiros eletrônicos;1;1;1
2021;1;2161;Arquitetos de edificações;1;1;1
2021;1;2166;Desenhistas gráficos e de multimídia;1;1;1
2021;1;2211;Médicos gerais;0.06666666666666667;1;0.06666666666666667
2021;1;2212;Médicos especialistas;0.25;1;0.25
2021;1;2221;Profissionais de enfermagem;0;1;0
2021;1;2230;Profissionais da medicina tradicional e alternativa;0;1;0
2021;1;2261;Dentistas;0;1;0
2021;1;2262;Farmacêuticos;0;0;0
2021;1;2264;Fisioterapeutas;0;1;0
2021;1;2310;Professores de universidades e do ensino superior;0.9714285714285714;1;0.9714285714285714
2021;1;2320;Professores de formação profissional;1;1;1
2021;1;2330;Professores do ensino médio;1;0.75;0.75
2021;1;2341;Professores do ensino fundamental;1;0.7142857142857143;0.7142857142857143
2021;1;2342;Professores do ensino pré-escolar;1;0.875;0.875
2021;1;2351;Especialistas em métodos pedagógicos;1;1;1
2021;1;2353;Outros professores de idiomas;1;1;1
2021;1;2411;Contadores;0.75;1;0.75
2021;1;2413;Analistas financeiros;1;0.8333333333333334;0.8333333333333334
2021;1;2421;Analistas de gestão e administração;1;1;1
2021;1;2423;Especialistas em políticas e serviços de pessoal e afins;1;0.3333333333333333;0.3333333333333333
2021;1;2431;Profissionais da publicidade e da comercialização;1;1;1
2021;1;2511;Analistas de sistemas;1;1;1
2021;1;2512;Desenvolvedores de programas e aplicativos (software);1;1;1
2021;1;2611;Advogados e juristas;1;1;1
2021;1;2634;Psicólogos;1;1;1
2021;1;2641;Escritores;1;1;1
2021;1;2642;Jornalistas;1;1;1
2021;1;2652;Músicos, cantores e compositores;0.25;1;0.25
2021;1;3113;Eletrotécnicos;0;0.5;0
2021;1;3115;Técnicos em engenharia mecânica;0;0;0
2021;1;3122;Supervisores de indústrias de transformação;0;0;0
2021;1;3141;Técnicos e profissionais de nível médio em ciências biológicas (exclusive da medicina);0;1;0
2021;1;3213;Técnicos e assistentes farmacêuticos;0;1;0
2021;1;3221;Profissionais de nível médio de enfermagem;0;0.5714285714285714;0
2021;1;3253;Trabalhadores comunitários da saúde;0;1;0
2021;1;3256;assistentes de medicina;0;0;0
2021;1;3259;Profissionais de nível médio da saúde não classificados anteriormente;0.07692307692307693;1;0.07692307692307693
2021;1;3311;Agentes e corretores de bolsa, câmbio e outros serviços financeiros;1;1;1
2021;1;3313;Contabilistas e guarda livros;1;1;1
2021;1;3321;Agentes de seguros;1;1;1
2021;1;3322;Representantes comerciais;1;0.6666666666666666;0.6666666666666666
2021;1;3323;Agentes de compras;1;0.5;0.5
2021;1;3332;Organizadores de conferências e eventos;0;1;0
2021;1;3334;Agentes imobiliários;0.6666666666666666;1;0.6666666666666666
2021;1;3339;Agentes de serviços comerciais não classificados anteriormente;0.7142857142857143;1;0.7142857142857143
2021;1;3341;Supervisores de secretaria;1;1;1
2021;1;3342;Secretários jurídicos;1;1;1
2021;1;3343;Secretários executivos e administrativos;1;1;1
2021;1;3352;Agentes da administração tributária;0;1;0
2021;1;3411;Profissionais de nível médio do direito e serviços legais e afins;0.8333333333333334;1;0.8333333333333334
2021;1;3412;Trabalhadores e assistentes sociais de nível médio;0;1;0
2021;1;3423;Instrutores de educação física e atividades recreativas;0.5;1;0.5
2021;1;3431;Fotógrafos;1;1;1
2021;1;3434;Chefes de cozinha;0;0.5;0
2021;1;3435;Outros profissionais de nível médio em atividades culturais e artísticas;0;1;0
2021;1;3511;Técnicos em operações de tecnologia da informação e das comunicações;1;1;1
2021;1;3513;Técnicos de redes e sistemas de computadores;1;1;1
2021;1;3521;Técnicos de radiodifusão e gravação audiovisual;0.8;1;0.8
2021;1;4110;Escriturários gerais;1;0.7931034482758621;0.7931034482758621
2021;1;4120;Secretários (geral);1;0.8;0.8
2021;1;4211;Caixas de banco e afins;0;1;0
2021;1;4212;Coletores de apostas e de jogos;0.2;0;0
2021;1;4214;Cobradores e afins;0.5;1;0.5
2021;1;4221;Trabalhadores de agências de viagem;0;1;0
2021;1;4222;Trabalhadores de centrais de atendimento;0.3333333333333333;0.35714285714285715;0.11904761904761904
2021;1;4225;Trabalhadores dos serviços de informações;1;0.6666666666666666;0.6666666666666666
2021;1;4311;Trabalhadores de contabilidade e cálculo de custos;0.5;1;0.5
2021;1;4321;Trabalhadores de controle de abastecimento e estoques;0.2;0.3333333333333333;0.06666666666666667
2021;1;4322;Trabalhadores de serviços de apoio à produção;0;0;0
2021;1;4323;Trabalhadores de serviços de transporte;1;0.5;0.5
2021;1;4412;Trabalhadores de serviços de correios;0.5;1;0.5
2021;1;4415;Trabalhadores de arquivos;1;0.5;0.5
2021;1;5120;Cozinheiros;0.25;0.375;0.09375
2021;1;5131;Garçons;0;0.7142857142857143;0
2021;1;5132;atendentes de bar;0;0;0
2021;1;5141;Cabeleireiros;0;0.6428571428571429;0
2021;1;5142;Especialistas em tratamento de beleza e afins;0.25;0.3076923076923077;0.07692307692307693
2021;1;5151;Supervisores de manutenção e limpeza de edifícios em escritórios, hotéis e estabelecimentos;0;1;0
2021;1;5153;Porteiros e zeladores;0;0.375;0
2021;1;5211;Vendedores de quiosques e postos de mercados;0;0.5454545454545454;0
2021;1;5222;Supervisores de lojas;0;0;0
2021;1;5223;Balconistas e vendedores de lojas;0;0.4230769230769231;0
2021;1;5230;Caixas e expedidores de bilhetes;0;0.45454545454545453;0
2021;1;5244;Vendedores por telefone;1;0.75;0.75
2021;1;5245;Frentistas de posto de gasolina;0;0;0
2021;1;5246;Balconistas dos serviços de alimentação;0;0.3333333333333333;0
2021;1;5249;Vendedores não classificados anteriormente;0;0.42857142857142855;0
2021;1;5311;Cuidadores de crianças;1;0.4444444444444444;0.4444444444444444
2021;1;5312;Ajudantes de professores;1;0.75;0.75
2021;1;5321;Trabalhadores de cuidados pessoais em instituições;0;0;0
2021;1;5322;Trabalhadores de cuidados pessoais a domicílios;0;0.1111111111111111;0
2021;1;5329;Trabalhadores de cuidados pessoais nos serviços de saúde não classificados anteriormente;0;0;0
2021;1;5411;Bombeiros;0;0;0
2021;1;5412;Policiais;0;1;0
2021;1;5413;Guardiões de presídios;0;1;0
2021;1;5414;Guardas de segurança;0;0.75;0
2021;1;6121;Criadores de gado e trabalhadores qualificados da criação de gado;0;0;0
2021;1;7112;Pedreiros;0;0.25;0
2021;1;7113;Canteiros, cortadores e gravadores de pedras;0;1;0
2021;1;7115;Carpinteiros;0;0;0
2021;1;7123;Gesseiros;0;1;0
2021;1;7126;Bombeiros e encanadores;0;0.5;0
2021;1;7127;Mecânicos-instaladores de sistemas de refrigeração e climatização;0;0.3333333333333333;0
2021;1;7131;Pintores e empapeladores;0;1;0
2021;1;7132;Lustradores;0;0;0
2021;1;7211;Moldadores de metal e macheiros;0;0;0
2021;1;7212;Soldadores e oxicortadores;0;0;0
2021;1;7213;Chapistas e caldeireiros;0;1;0
2021;1;7214;Montadores de estruturas metálicas;0;0;0
2021;1;7221;Ferreiros e forjadores;0;1;0
2021;1;7222;Ferramenteiros e afins;0;0.6666666666666666;0
2021;1;7223;Reguladores e operadores de máquinas-ferramentas;0;0.25;0
2021;1;7224;Polidores de metais e afiadores de ferramentas;0;0;0
2021;1;7231;Mecânicos e reparadores de veículos a motor;0;0.3333333333333333;0
2021;1;7233;Mecânicos e reparadores de máquinas agrícolas e industriais;0;1;0
2021;1;7314;Ceramistas e afins (preparação e fabricação);0;1;0
2021;1;7323;Encadernadores e afins;0;1;0
2021;1;7411;Eletricistas de obras e afins;0;0.25;0
2021;1;7412;Mecânicos e ajustadores eletricistas;0;0.5;0
2021;1;7421;Mecânicos e reparadores em eletrônica;0;0.6666666666666666;0
2021;1;7422;Instaladores e reparadores em tecnologias da informação e comunicações;0;1;0
2021;1;7511;Magarefes e afins;0;0.5;0
2021;1;7512;Padeiros, confeiteiros e afins;0;0.5;0
2021;1;7522;Marceneiros e afins;0;0.75;0
2021;1;7531;Alfaiates, modistas, chapeleiros e peleteiros;0;0.25;0
2021;1;7532;Trabalhadores qualificados da preparação da confecção de roupas;0.5;1;0.5
2021;1;7543;Classificadores e provadores de produtos (exceto de bebidas e alimentos);0;0.6666666666666666;0
2021;1;7544;Fumigadores e outros controladores de pragas e ervas daninhas;0;1;0
2021;1;8121;Operadores de instalações de processamento de metais;0;1;0
2021;1;8122;Operadores de máquinas polidoras, galvanizadoras e recobridoras de metais;0;0;0
2021;1;8131;Operadores de instalações e máquinas de produtos químicos;0;1;0
2021;1;8142;Operadores de máquinas para fabricar produtos de material plástico;0;0.5;0
2021;1;8153;Operadores de máquinas de costura;0;0.4444444444444444;0
2021;1;8154;Operadores de máquinas de branqueamento, tingimento e limpeza de tecidos;0;1;0
2021;1;8183;Operadores de máquinas de embalagem, engarrafamento e etiquetagem;0;1;0
2021;1;8211;Mecânicos montadores de maquinaria mecânica;0;1;0
2021;1;8219;Montadores não classificados anteriormente;0;0;0
2021;1;8322;Condutores de automóveis, taxis e caminhonetes;0;0.4782608695652174;0
2021;1;8331;Condutores de ônibus e bondes;0;0.75;0
2021;1;8332;Condutores de caminhões pesados;0;0.7692307692307693;0
2021;1;8342;Operadores de máquinas de movimentação de terras e afins;0;0.6666666666666666;0
2021;1;8344;Operadores de empilhadeiras;0;0;0
2021;1;9111;Trabalhadores dos serviços domésticos em geral;0;0.19444444444444445;0
2021;1;9112;Trabalhadores de limpeza de interior de edifícios, escritórios, hotéis e outros estabelecimentos;0;0.19047619047619047;0
2021;1;9214;Trabalhadores elementares da jardinagem e horticultura;0;0;0
2021;1;9313;Trabalhadores elementares da construção de edifícios;0;0.25;0
2021;1;9321;empacotadores manuais;0;0;0
2021;1;9329;Trabalhadores elementares da indústria de transformação não classificados anteriormente;0;0.625;0
2021;1;9333;Carregadores;0.25;0;0
2021;1;9411;Preparadores de comidas rápidas;0;0.5;0
2021;1;9412;Ajudantes de cozinha;0;0.4444444444444444;0
2021;1;9611;Coletores de lixo e material reciclável;0;0;0
2021;1;9629;Outras ocupações elementares não classificadas anteriormente;0.25;0;0
2021;2;1211;Dirigentes financeiros;1;1;1
2021;2;1212;Dirigentes de recursos humanos;1;1;1
2021;2;1219;Dirigentes de administração e de serviços não classificados anteriormente;0.75;0.8;0.6000000000000001
2021;2;1221;Dirigentes de vendas e  comercialização;1;1;1
2021;2;1223;Dirigentes de pesquisa e desenvolvimento;0.8;1;0.8
2021;2;1321;Dirigentes de indústria de transformação;0;0.6666666666666666;0
2021;2;1330;Dirigentes de serviços de tecnologia da informação e comunicações;1;1;1
2021;2;1341;Dirigentes de serviços de cuidados infantis;0;0;0
2021;2;1345;Dirigentes de serviços de educação;1;1;1
2021;2;1412;Gerentes de restaurantes;0;0.6666666666666666;0
2021;2;2111;Físicos e astrônomos;1;1;1
2021;2;2142;Engenheiros civis;1;0.75;0.75
2021;2;2144;Engenheiros mecânicos;0.42857142857142855;0.5;0.21428571428571427
2021;2;2145;Engenheiros químicos;0;1;0
2021;2;2151;Engenheiros eletricistas;1;1;1
2021;2;2152;Engenheiros eletrônicos;1;1;1
2021;2;2161;Arquitetos de edificações;1;1;1
2021;2;2163;Desenhistas de produtos e  vestuário;1;0;0
2021;2;2166;Desenhistas gráficos e de multimídia;1;1;1
2021;2;2211;Médicos gerais;0.06666666666666667;1;0.06666666666666667
2021;2;2212;Médicos especialistas;0.25;0.9166666666666666;0.22916666666666666
2021;2;2221;Profissionais de enfermagem;0;1;0
2021;2;2250;Veterinários;0;1;0
2021;2;2261;Dentistas;0;1;0
2021;2;2262;Farmacêuticos;0;1;0
2021;2;2265;Dietistas e nutricionistas;0;1;0
2021;2;2310;Professores de universidades e do ensino superior;0.9714285714285714;1;0.9714285714285714
2021;2;2320;Professores de formação profissional;1;1;1
2021;2;2330;Professores do ensino médio;1;1;1
2021;2;2341;Professores do ensino fundamental;1;0.8235294117647058;0.8235294117647058
2021;2;2342;Professores do ensino pré-escolar;1;1;1
2021;2;2351;Especialistas em métodos pedagógicos;1;0.8571428571428571;0.8571428571428571
2021;2;2353;Outros professores de idiomas;1;1;1
2021;2;2411;Contadores;0.75;1;0.75
2021;2;2412;Assessores financeiros e em investimentos;1;1;1
2021;2;2413;Analistas financeiros;1;1;1
2021;2;2421;Analistas de gestão e administração;1;0.8888888888888888;0.8888888888888888
2021;2;2423;Especialistas em políticas e serviços de pessoal e afins;1;0.6666666666666666;0.6666666666666666
2021;2;2431;Profissionais da publicidade e da comercialização;1;0.95;0.95
2021;2;2434;Profissionais de vendas de tecnologia da informação e comunicações;1;0;0
2021;2;2511;Analistas de sistemas;1;1;1
2021;2;2512;Desenvolvedores de programas e aplicativos (software);1;1;1
2021;2;2513;Desenvolvedores de páginas de internet (web) e multimídia;1;1;1
2021;2;2514;Programadores de aplicações;1;1;1
2021;2;2521;Desenhistas e administradores de bases de dados;1;1;1
2021;2;2522;Administradores de sistemas;1;1;1
2021;2;2611;Advogados e juristas;1;0.9090909090909091;0.9090909090909091
2021;2;2619;Profissionais em direito não classificados anteriormente;1;1;1
2021;2;2622;Bibliotecários, documentaristas e afins;1;1;1
2021;2;2631;Economistas;1;1;1
2021;2;2632;Sociólogos, antropólogos e afins;1;1;1
2021;2;2634;Psicólogos;1;1;1
2021;2;2635;Assistentes sociais;0.5;1;0.5
2021;2;2636;Ministros de cultos religiosos, missionários e afins;1;1;1
2021;2;2641;Escritores;1;1;1
2021;2;2642;Jornalistas;1;0.8333333333333334;0.8333333333333334
2021;2;2643;Tradutores, intérpretes e linguistas;0;1;0
2021;2;2652;Músicos, cantores e compositores;0.25;0.7777777777777778;0.19444444444444445
2021;2;2654;Diretores de cinema, de teatro e afins;0.5714285714285714;1;0.5714285714285714
2021;2;2656;Locutores de rádio, televisão e outros meios de comunicação;0.3333333333333333;1;0.3333333333333333
2021;2;3112;Técnicos em engenharia civil;0.25;1;0.25
2021;2;3113;Eletrotécnicos;0;0;0
2021;2;3115;Técnicos em engenharia mecânica;0;0.3333333333333333;0
2021;2;3119;Técnicos em ciências físicas e da engenharia não classificados anteriormente;0;1;0
